"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"Jj_067","0.00","0.00","0.19","0.00","0.00","0.00","0.26","0.00","0.00","0.02","0.67","0.00","0.00","0.15","0.56","0.02"
"Jj_068","0.00","0.03","0.17","0.00","0.00","0.24","0.00","0.00","0.00","0.31","0.27","0.00","0.00","0.21","0.57","0.00"
"Jj_069","0.00","0.28","0.05","0.00","0.00","0.03","0.00","0.00","0.00","0.07","0.56","0.00","0.00","0.11","0.74","0.00"
"Jj_070","0.00","0.38","0.06","0.02","0.00","0.18","0.00","0.00","0.00","0.49","0.24","0.00","0.00","0.41","0.47","0.00"
"Jj_071","0.00","0.24","0.00","0.00","0.00","0.30","0.02","0.00","0.00","0.31","0.51","0.00","0.00","0.39","0.70","0.00"
"Jj_072","0.00","0.28","0.00","0.00","0.00","0.17","0.07","0.00","0.00","0.20","0.55","0.00","0.00","0.41","0.57","0.00"
"Jj_073","0.00","0.28","0.02","0.00","0.00","0.00","0.23","0.00","0.00","0.02","0.68","0.00","0.00","0.29","0.39","0.31"
"Jj_074","0.03","0.20","0.00","0.00","0.00","0.36","0.04","0.00","0.00","0.67","0.15","0.00","0.00","0.51","0.40","0.00"
"Jj_075","0.00","0.00","0.25","0.00","0.00","0.00","0.44","0.00","0.00","0.01","0.74","0.03","0.00","0.13","0.58","0.23"
"Jj_076","0.10","0.04","0.14","0.00","0.07","0.10","0.12","0.00","0.05","0.01","0.59","0.00","0.07","0.21","0.71","0.00"
"Jj_077","0.00","0.17","0.09","0.00","0.00","0.02","0.10","0.00","0.00","0.02","0.51","0.00","0.00","0.02","0.72","0.07"
"Jj_078","0.00","0.22","0.01","0.00","0.00","0.06","0.00","0.00","0.00","0.35","0.17","0.00","0.00","0.45","0.37","0.00"
"Jj_079","0.00","0.25","0.00","0.00","0.00","0.09","0.14","0.00","0.00","0.25","0.50","0.00","0.00","0.28","0.41","0.00"
"Jj_080","0.00","0.07","0.08","0.01","0.00","0.10","0.13","0.00","0.00","0.00","0.53","0.00","0.00","0.02","0.75","0.04"
"Jj_081","0.00","0.16","0.07","0.00","0.00","0.01","0.00","0.00","0.00","0.09","0.36","0.00","0.00","0.29","0.44","0.00"
"Jj_082","0.00","0.26","0.06","0.00","0.00","0.00","0.00","0.00","0.00","0.06","0.30","0.00","0.00","0.12","0.65","0.00"
"Jj_083","0.00","0.13","0.02","0.04","0.00","0.01","0.02","0.00","0.00","0.02","0.48","0.00","0.00","0.00","0.78","0.00"
"Jj_084","0.00","0.26","0.00","0.00","0.00","0.29","0.00","0.00","0.00","0.69","0.05","0.00","0.06","0.47","0.44","0.00"
"Jj_085","0.00","0.12","0.17","0.00","0.00","0.00","0.12","0.00","0.00","0.00","0.43","0.00","0.00","0.30","0.66","0.00"
"Jj_086","0.00","0.02","0.10","0.00","0.00","0.02","0.00","0.00","0.00","0.13","0.29","0.00","0.00","0.26","0.47","0.00"
"Jj_087","0.00","0.21","0.07","0.00","0.00","0.07","0.01","0.00","0.00","0.27","0.31","0.00","0.00","0.53","0.50","0.00"
"Jj_088","0.00","0.16","0.00","0.22","0.00","0.00","0.11","0.00","0.00","0.00","0.65","0.00","0.00","0.05","0.79","0.00"
"Jj_089","0.00","0.00","0.21","0.00","0.00","0.00","0.17","0.03","0.00","0.00","0.66","0.04","0.00","0.16","0.75","0.00"
"Jj_090","0.00","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.51","0.25","0.00","0.00","0.66","0.24","0.00"
"Jj_091","0.00","0.12","0.17","0.00","0.00","0.03","0.04","0.02","0.00","0.04","0.65","0.04","0.00","0.19","0.69","0.00"
"Jj_092","0.00","0.00","0.35","0.00","0.00","0.00","0.22","0.02","0.00","0.00","0.74","0.00","0.00","0.07","0.77","0.00"
"Jj_093","0.00","0.14","0.16","0.00","0.00","0.00","0.16","0.00","0.00","0.00","0.58","0.00","0.00","0.04","0.79","0.00"
"Jj_094","0.00","0.09","0.05","0.00","0.00","0.02","0.00","0.00","0.00","0.10","0.29","0.00","0.00","0.26","0.60","0.00"
"Jj_095","0.00","0.21","0.00","0.00","0.00","0.16","0.00","0.00","0.00","0.28","0.21","0.00","0.00","0.42","0.56","0.00"
"Jj_096","0.00","0.04","0.08","0.00","0.00","0.02","0.41","0.00","0.00","0.00","0.60","0.00","0.00","0.02","0.68","0.14"
"Jj_097","0.00","0.11","0.06","0.00","0.00","0.17","0.00","0.00","0.00","0.21","0.60","0.00","0.00","0.27","0.62","0.00"
"Jj_098","0.00","0.00","0.26","0.00","0.00","0.00","0.11","0.04","0.00","0.00","0.25","0.37","0.00","0.00","0.50","0.53"
"Jj_099","0.00","0.17","0.24","0.00","0.00","0.00","0.17","0.00","0.00","0.13","0.51","0.00","0.00","0.16","0.68","0.00"
"Jj_100","0.00","0.04","0.00","0.00","0.00","0.00","0.29","0.00","0.00","0.00","0.76","0.00","0.00","0.22","0.50","0.05"
"K_001","0.08","0.33","0.06","0.08","0.08","0.45","0.40","0.00","0.06","0.66","0.48","0.08","0.06","0.40","0.01","0.13"
"K_002","0.00","0.22","0.00","0.00","0.00","0.32","0.00","0.08","0.00","0.29","0.45","0.04","0.00","0.16","0.61","0.36"
"K_003","0.00","0.05","0.00","0.00","0.00","0.45","0.17","0.25","0.00","0.48","0.70","0.05","0.00","0.46","0.09","0.02"
"K_004","0.00","0.36","0.00","0.30","0.00","0.52","0.45","0.10","0.00","0.79","0.61","0.00","0.00","0.69","0.17","0.07"
"K_005","0.00","0.12","0.00","0.01","0.00","0.48","0.20","0.35","0.00","0.42","0.78","0.14","0.00","0.21","0.24","0.11"
"K_006","0.00","0.03","0.07","0.00","0.00","0.10","0.32","0.05","0.00","0.15","0.71","0.42","0.00","0.12","0.59","0.27"
"K_007","0.00","0.00","0.16","0.20","0.00","0.23","0.19","0.44","0.00","0.32","0.64","0.09","0.00","0.25","0.49","0.37"
"K_008","0.00","0.03","0.04","0.00","0.00","0.43","0.32","0.02","0.00","0.71","0.34","0.00","0.08","0.52","0.53","0.26"
"K_009","0.09","0.05","0.00","0.00","0.20","0.20","0.04","0.00","0.26","0.41","0.38","0.00","0.30","0.54","0.42","0.00"
"K_010","0.15","0.09","0.00","0.00","0.10","0.25","0.35","0.00","0.00","0.89","0.46","0.11","0.00","0.44","0.00","0.00"
"K_011","0.00","0.10","0.00","0.00","0.00","0.45","0.17","0.13","0.00","0.47","0.33","0.00","0.04","0.84","0.51","0.16"
"K_012","0.00","0.12","0.00","0.00","0.00","0.34","0.20","0.02","0.15","0.43","0.33","0.00","0.16","0.66","0.47","0.20"
"K_013","0.07","0.00","0.00","0.00","0.27","0.11","0.29","0.02","0.16","0.54","0.52","0.14","0.10","0.65","0.18","0.12"
"K_014","0.04","0.03","0.00","0.00","0.16","0.14","0.12","0.00","0.10","0.58","0.48","0.07","0.10","0.61","0.21","0.02"
"K_015","0.05","0.06","0.00","0.00","0.17","0.18","0.25","0.00","0.24","0.37","0.38","0.00","0.21","0.65","0.42","0.08"
"K_016","0.00","0.34","0.00","0.02","0.00","0.45","0.05","0.35","0.00","0.63","0.71","0.12","0.00","0.67","0.11","0.15"
"K_017","0.00","0.30","0.00","0.00","0.00","0.42","0.03","0.41","0.00","0.53","0.42","0.07","0.00","0.65","0.56","0.42"
"K_018","0.00","0.21","0.00","0.22","0.00","0.43","0.20","0.28","0.00","0.71","0.63","0.11","0.00","0.48","0.07","0.15"
"K_019","0.00","0.21","0.20","0.10","0.00","0.23","0.12","0.40","0.00","0.17","0.85","0.47","0.00","0.08","0.28","0.00"
"K_020","0.00","0.22","0.00","0.26","0.00","0.43","0.37","0.19","0.00","0.79","0.21","0.00","0.00","0.55","0.51","0.29"
"K_021","0.00","0.44","0.00","0.10","0.00","0.47","0.20","0.38","0.00","0.80","0.75","0.15","0.00","0.53","0.00","0.12"
"K_022","0.09","0.12","0.34","0.02","0.03","0.42","0.44","0.04","0.07","0.85","0.25","0.05","0.00","0.46","0.12","0.00"
"K_023","0.00","0.25","0.00","0.03","0.00","0.53","0.09","0.48","0.00","0.69","0.64","0.10","0.00","0.58","0.20","0.17"
"K_024","0.02","0.00","0.26","0.00","0.00","0.01","0.47","0.45","0.00","0.16","0.82","0.31","0.00","0.13","0.40","0.23"
"K_025","0.09","0.09","0.11","0.00","0.00","0.04","0.36","0.30","0.00","0.00","0.86","0.35","0.00","0.13","0.45","0.44"
"K_026","0.07","0.38","0.39","0.00","0.09","0.58","0.14","0.00","0.10","0.84","0.25","0.00","0.09","0.44","0.20","0.21"
"K_027","0.00","0.26","0.06","0.10","0.00","0.45","0.50","0.02","0.00","0.60","0.15","0.00","0.00","0.33","0.43","0.22"
"K_028","0.00","0.34","0.01","0.19","0.00","0.46","0.49","0.04","0.00","0.63","0.24","0.00","0.00","0.45","0.29","0.09"
"K_029","0.11","0.21","0.33","0.14","0.12","0.38","0.24","0.00","0.20","0.65","0.40","0.02","0.25","0.03","0.03","0.01"
"K_030","0.18","0.01","0.08","0.00","0.19","0.30","0.26","0.00","0.35","0.45","0.00","0.00","0.47","0.31","0.35","0.02"
"K_031","0.00","0.30","0.03","0.24","0.00","0.44","0.47","0.04","0.00","0.65","0.38","0.00","0.00","0.28","0.18","0.30"
"K_032","0.00","0.24","0.03","0.12","0.00","0.26","0.20","0.25","0.00","0.43","0.60","0.05","0.00","0.30","0.15","0.28"
"K_033","0.00","0.07","0.20","0.05","0.00","0.14","0.28","0.48","0.00","0.11","0.77","0.31","0.00","0.15","0.37","0.14"
"K_034","0.00","0.32","0.05","0.47","0.00","0.39","0.55","0.03","0.00","0.49","0.45","0.43","0.02","0.21","0.00","0.00"
"K_035","0.00","0.28","0.04","0.33","0.00","0.41","0.48","0.01","0.00","0.62","0.50","0.37","0.00","0.17","0.00","0.00"
"K_036","0.00","0.31","0.03","0.46","0.00","0.36","0.51","0.01","0.00","0.57","0.40","0.09","0.00","0.35","0.07","0.21"
"K_037","0.00","0.26","0.00","0.42","0.00","0.37","0.40","0.10","0.00","0.40","0.58","0.12","0.00","0.21","0.07","0.22"
"K_038","0.00","0.17","0.00","0.36","0.00","0.49","0.40","0.06","0.00","0.63","0.26","0.00","0.00","0.38","0.40","0.40"
"K_039","0.00","0.31","0.00","0.32","0.00","0.36","0.23","0.25","0.00","0.56","0.68","0.16","0.00","0.30","0.05","0.14"
"K_040","0.00","0.29","0.05","0.41","0.00","0.46","0.50","0.01","0.00","0.74","0.55","0.45","0.00","0.19","0.00","0.00"
"K_041","0.00","0.23","0.01","0.26","0.00","0.43","0.38","0.08","0.03","0.64","0.61","0.35","0.00","0.40","0.01","0.03"
"K_042","0.00","0.40","0.30","0.23","0.09","0.70","0.28","0.00","0.15","0.52","0.31","0.35","0.00","0.00","0.00","0.00"
"K_043","0.00","0.23","0.26","0.41","0.10","0.45","0.29","0.00","0.05","0.79","0.46","0.32","0.00","0.10","0.00","0.00"
"K_044","0.00","0.41","0.03","0.47","0.00","0.43","0.50","0.05","0.00","0.75","0.56","0.29","0.00","0.14","0.00","0.00"
"K_045","0.00","0.17","0.12","0.37","0.00","0.56","0.55","0.07","0.00","0.66","0.45","0.37","0.00","0.11","0.00","0.00"
"K_046","0.10","0.00","0.21","0.09","0.22","0.21","0.34","0.00","0.17","0.72","0.40","0.45","0.00","0.09","0.00","0.00"
"K_047","0.01","0.23","0.00","0.28","0.11","0.16","0.44","0.23","0.30","0.65","0.45","0.23","0.15","0.30","0.06","0.12"
"K_048","0.00","0.19","0.00","0.08","0.00","0.44","0.30","0.23","0.21","0.62","0.58","0.05","0.02","0.45","0.11","0.33"
"K_049","0.00","0.36","0.21","0.37","0.00","0.54","0.15","0.00","0.00","0.68","0.20","0.00","0.00","0.21","0.23","0.23"
"K_050","0.00","0.00","0.14","0.00","0.00","0.11","0.31","0.30","0.00","0.47","0.78","0.20","0.00","0.40","0.07","0.27"
"K_051","0.12","0.21","0.29","0.02","0.12","0.55","0.18","0.00","0.12","0.75","0.47","0.17","0.08","0.34","0.00","0.00"
"K_052","0.00","0.40","0.34","0.08","0.00","0.59","0.25","0.00","0.00","0.74","0.47","0.07","0.00","0.35","0.00","0.00"
"K_053","0.13","0.16","0.27","0.22","0.08","0.54","0.26","0.00","0.09","0.88","0.17","0.00","0.05","0.33","0.24","0.05"
"K_054","0.03","0.09","0.18","0.32","0.03","0.58","0.31","0.00","0.02","0.79","0.23","0.01","0.03","0.40","0.20","0.21"
"K_055","0.02","0.04","0.00","0.00","0.17","0.15","0.35","0.00","0.18","0.39","0.20","0.00","0.23","0.75","0.46","0.32"
"K_056","0.20","0.05","0.45","0.20","0.33","0.43","0.04","0.00","0.39","0.50","0.51","0.25","0.21","0.07","0.00","0.05"
"K_057","0.24","0.04","0.29","0.03","0.29","0.33","0.17","0.00","0.28","0.68","0.49","0.45","0.12","0.10","0.00","0.00"
"K_058","0.26","0.00","0.21","0.02","0.43","0.36","0.21","0.00","0.42","0.69","0.44","0.21","0.21","0.03","0.00","0.00"
"K_059","0.00","0.25","0.00","0.25","0.00","0.45","0.30","0.16","0.00","0.62","0.23","0.00","0.00","0.65","0.36","0.33"
"K_060","0.02","0.11","0.00","0.02","0.00","0.36","0.13","0.42","0.07","0.56","0.49","0.00","0.07","0.55","0.31","0.44"
"K_061","0.00","0.25","0.03","0.28","0.00","0.50","0.55","0.02","0.00","0.79","0.45","0.07","0.00","0.24","0.08","0.19"
"K_062","0.00","0.26","0.00","0.31","0.04","0.36","0.49","0.18","0.09","0.77","0.19","0.00","0.07","0.45","0.45","0.41"
"K_063","0.00","0.45","0.05","0.53","0.00","0.63","0.55","0.02","0.00","0.85","0.55","0.06","0.00","0.40","0.05","0.14"
"K_064","0.00","0.36","0.01","0.38","0.00","0.45","0.41","0.24","0.00","0.47","0.74","0.20","0.00","0.36","0.06","0.00"
"K_065","0.00","0.43","0.00","0.28","0.00","0.51","0.47","0.04","0.00","0.66","0.56","0.47","0.00","0.47","0.00","0.00"
"K_066","0.00","0.37","0.00","0.32","0.00","0.47","0.36","0.15","0.00","0.74","0.36","0.00","0.00","0.66","0.49","0.53"
"K_067","0.00","0.35","0.01","0.28","0.00","0.45","0.51","0.03","0.02","0.83","0.33","0.10","0.00","0.19","0.20","0.30"
"K_068","0.16","0.17","0.08","0.47","0.10","0.40","0.45","0.00","0.02","0.82","0.59","0.44","0.00","0.10","0.00","0.00"
"K_069","0.02","0.25","0.51","0.04","0.21","0.55","0.00","0.00","0.17","0.62","0.52","0.44","0.04","0.24","0.00","0.00"
"K_070","0.00","0.30","0.00","0.34","0.00","0.49","0.37","0.12","0.00","0.70","0.75","0.30","0.00","0.46","0.00","0.07"
"K_071","0.00","0.44","0.00","0.25","0.00","0.50","0.35","0.22","0.10","0.77","0.69","0.28","0.00","0.28","0.00","0.15"
"K_072","0.00","0.00","0.40","0.38","0.00","0.02","0.45","0.60","0.03","0.02","0.73","0.45","0.10","0.00","0.47","0.20"
"K_073","0.00","0.32","0.05","0.03","0.00","0.45","0.05","0.50","0.00","0.57","0.55","0.03","0.02","0.55","0.35","0.47"
"K_074","0.00","0.31","0.00","0.14","0.00","0.46","0.49","0.08","0.00","0.69","0.33","0.00","0.00","0.58","0.31","0.41"
"K_075","0.02","0.41","0.05","0.35","0.00","0.68","0.50","0.02","0.01","0.77","0.55","0.00","0.04","0.37","0.15","0.38"
"K_076","0.07","0.36","0.34","0.08","0.05","0.45","0.35","0.00","0.04","0.56","0.34","0.01","0.07","0.18","0.20","0.28"
"K_077","0.00","0.40","0.14","0.16","0.00","0.43","0.49","0.00","0.00","0.82","0.14","0.00","0.08","0.60","0.40","0.34"
"K_078","0.07","0.12","0.27","0.05","0.18","0.19","0.48","0.00","0.27","0.66","0.02","0.00","0.43","0.27","0.35","0.26"
"K_079","0.00","0.32","0.02","0.41","0.00","0.35","0.44","0.03","0.00","0.77","0.55","0.01","0.00","0.43","0.15","0.39"
"K_080","0.00","0.00","0.45","0.14","0.00","0.00","0.46","0.47","0.00","0.00","0.78","0.52","0.00","0.05","0.21","0.01"
"K_081","0.00","0.29","0.01","0.45","0.00","0.43","0.42","0.09","0.00","0.56","0.49","0.00","0.01","0.62","0.19","0.36"
"K_082","0.00","0.35","0.00","0.42","0.00","0.40","0.55","0.05","0.10","0.80","0.44","0.01","0.06","0.55","0.12","0.13"
"K_083","0.00","0.36","0.01","0.34","0.00","0.44","0.40","0.05","0.00","0.73","0.45","0.00","0.00","0.49","0.22","0.38"
"K_084","0.00","0.33","0.00","0.00","0.00","0.39","0.22","0.37","0.00","0.69","0.67","0.19","0.01","0.76","0.03","0.10"
"K_085","0.00","0.38","0.10","0.46","0.00","0.55","0.52","0.00","0.00","0.72","0.61","0.12","0.00","0.20","0.01","0.22"
"K_086","0.00","0.35","0.03","0.36","0.00","0.47","0.22","0.14","0.00","0.53","0.74","0.22","0.01","0.39","0.02","0.13"
"K_087","0.00","0.37","0.21","0.29","0.00","0.58","0.36","0.00","0.00","0.87","0.37","0.03","0.03","0.20","0.12","0.14"
"K_088","0.00","0.20","0.14","0.39","0.00","0.39","0.42","0.13","0.00","0.54","0.22","0.00","0.00","0.41","0.42","0.35"
"K_089","0.00","0.42","0.00","0.45","0.00","0.51","0.45","0.12","0.00","0.58","0.60","0.51","0.00","0.63","0.00","0.00"
"K_090","0.00","0.47","0.01","0.52","0.00","0.73","0.69","0.06","0.00","0.76","0.40","0.59","0.00","0.54","0.00","0.00"
"K_091","0.00","0.40","0.00","0.31","0.00","0.45","0.26","0.29","0.12","0.76","0.54","0.00","0.00","0.57","0.25","0.49"
"K_092","0.16","0.06","0.00","0.36","0.22","0.18","0.40","0.19","0.27","0.56","0.67","0.14","0.28","0.45","0.01","0.29"
"K_093","0.00","0.31","0.00","0.15","0.00","0.46","0.14","0.43","0.00","0.75","0.76","0.28","0.00","0.69","0.01","0.09"
"K_094","0.01","0.49","0.05","0.24","0.06","0.54","0.51","0.00","0.31","0.74","0.00","0.00","0.21","0.29","0.49","0.25"
"K_095","0.00","0.00","0.38","0.27","0.00","0.00","0.69","0.31","0.00","0.17","0.82","0.04","0.00","0.21","0.18","0.49"
"K_096","0.03","0.41","0.05","0.45","0.31","0.20","0.55","0.01","0.52","0.80","0.02","0.00","0.52","0.17","0.45","0.40"
"K_097","0.00","0.41","0.09","0.40","0.00","0.45","0.39","0.13","0.00","0.88","0.25","0.00","0.08","0.38","0.40","0.42"
"K_098","0.01","0.00","0.47","0.00","0.00","0.05","0.45","0.51","0.00","0.34","0.73","0.25","0.00","0.41","0.34","0.16"
"K_099","0.00","0.17","0.29","0.38","0.00","0.49","0.48","0.03","0.07","0.83","0.50","0.01","0.06","0.29","0.13","0.40"
"K_100","0.00","0.22","0.20","0.46","0.00","0.62","0.47","0.05","0.02","0.72","0.59","0.43","0.02","0.05","0.00","0.09"
"Kk_001","0.11","0.69","0.07","0.00","0.09","0.55","0.38","0.52","0.06","0.65","0.87","0.05","0.06","0.58","0.64","0.46"
"Kk_002","0.50","0.04","0.00","0.00","0.35","0.17","0.42","0.00","0.36","0.51","0.00","0.00","0.45","0.44","0.43","0.05"
"Kk_003","0.00","0.43","0.00","0.00","0.00","0.42","0.30","0.14","0.00","0.52","0.58","0.09","0.00","0.52","0.15","0.07"
"Kk_004","0.00","0.42","0.21","0.39","0.00","0.45","0.48","0.00","0.00","0.45","0.58","0.20","0.00","0.20","0.00","0.00"
"Kk_005","0.00","0.43","0.00","0.00","0.00","0.35","0.02","0.00","0.00","0.63","0.33","0.00","0.00","0.42","0.45","0.14"
"Kk_006","0.00","0.42","0.02","0.05","0.00","0.44","0.54","0.07","0.01","0.81","0.07","0.00","0.07","0.40","0.50","0.14"
"Kk_007","0.00","0.46","0.00","0.00","0.00","0.45","0.02","0.00","0.00","0.73","0.24","0.00","0.07","0.58","0.47","0.15"
"Kk_008","0.00","0.40","0.00","0.00","0.00","0.48","0.34","0.03","0.00","0.72","0.25","0.00","0.00","0.36","0.39","0.17"
"Kk_009","0.00","0.47","0.00","0.00","0.00","0.43","0.54","0.10","0.05","0.71","0.13","0.00","0.08","0.76","0.46","0.16"
"Kk_010","0.00","0.38","0.00","0.00","0.00","0.36","0.38","0.07","0.00","0.54","0.27","0.00","0.00","0.31","0.42","0.24"
"Kk_011","0.00","0.50","0.00","0.00","0.00","0.52","0.01","0.01","0.00","0.56","0.54","0.05","0.00","0.77","0.53","0.26"
"Kk_012","0.00","0.41","0.00","0.00","0.00","0.46","0.32","0.14","0.00","0.66","0.55","0.17","0.00","0.36","0.16","0.01"
"Kk_013","0.00","0.20","0.12","0.07","0.00","0.35","0.12","0.53","0.00","0.41","0.55","0.03","0.00","0.40","0.45","0.43"
"Kk_014","0.00","0.40","0.00","0.00","0.00","0.42","0.12","0.06","0.00","0.50","0.48","0.01","0.00","0.74","0.48","0.31"
"Kk_015","0.00","0.37","0.00","0.00","0.00","0.41","0.41","0.11","0.00","0.73","0.35","0.00","0.00","0.61","0.21","0.17"
"Kk_016","0.00","0.36","0.02","0.00","0.00","0.41","0.01","0.00","0.00","0.44","0.59","0.03","0.00","0.40","0.30","0.27"
"Kk_017","0.00","0.25","0.05","0.00","0.00","0.41","0.01","0.13","0.00","0.53","0.66","0.08","0.00","0.39","0.12","0.17"
"Kk_018","0.00","0.32","0.06","0.00","0.00","0.36","0.04","0.00","0.00","0.44","0.61","0.03","0.00","0.36","0.21","0.21"
"Kk_019","0.02","0.36","0.00","0.00","0.22","0.20","0.00","0.00","0.41","0.55","0.09","0.00","0.34","0.55","0.41","0.00"
"Kk_020","0.00","0.39","0.00","0.00","0.00","0.46","0.00","0.00","0.00","0.76","0.31","0.00","0.00","0.43","0.40","0.00"
"Kk_021","0.05","0.20","0.00","0.00","0.15","0.22","0.09","0.00","0.18","0.75","0.34","0.00","0.06","0.31","0.19","0.00"
"Kk_022","0.00","0.34","0.00","0.00","0.00","0.45","0.06","0.01","0.00","0.61","0.65","0.04","0.00","0.43","0.18","0.08"
"Kk_023","0.00","0.25","0.12","0.00","0.00","0.40","0.15","0.19","0.00","0.57","0.40","0.01","0.00","0.43","0.36","0.12"
"Kk_024","0.15","0.16","0.00","0.00","0.23","0.11","0.00","0.00","0.33","0.46","0.23","0.00","0.21","0.44","0.40","0.07"
"Kk_025","0.00","0.41","0.00","0.00","0.04","0.34","0.00","0.00","0.19","0.58","0.33","0.00","0.31","0.30","0.49","0.02"
"Kk_026","0.06","0.37","0.00","0.00","0.04","0.38","0.02","0.00","0.04","0.61","0.34","0.00","0.06","0.46","0.46","0.17"
"Kk_027","0.09","0.20","0.00","0.00","0.12","0.35","0.06","0.00","0.17","0.64","0.17","0.05","0.12","0.38","0.25","0.02"
"Kk_028","0.00","0.35","0.00","0.00","0.00","0.46","0.44","0.00","0.00","0.76","0.45","0.21","0.00","0.27","0.03","0.00"
"Kk_029","0.00","0.32","0.00","0.00","0.00","0.35","0.00","0.00","0.07","0.69","0.23","0.00","0.11","0.32","0.32","0.11"
"Kk_030","0.00","0.35","0.00","0.00","0.00","0.43","0.33","0.00","0.00","0.68","0.27","0.03","0.00","0.15","0.31","0.04"
"Kk_031","0.00","0.30","0.00","0.00","0.00","0.48","0.00","0.00","0.00","0.50","0.36","0.01","0.00","0.50","0.49","0.34"
"Kk_032","0.00","0.10","0.24","0.00","0.00","0.36","0.31","0.04","0.00","0.54","0.48","0.04","0.00","0.17","0.19","0.10"
"Kk_033","0.00","0.41","0.00","0.00","0.00","0.48","0.00","0.00","0.00","0.68","0.36","0.00","0.00","0.40","0.46","0.03"
"Kk_034","0.00","0.35","0.00","0.00","0.00","0.48","0.00","0.00","0.00","0.54","0.49","0.00","0.00","0.46","0.46","0.28"
"Kk_035","0.00","0.34","0.00","0.00","0.00","0.40","0.00","0.00","0.00","0.52","0.36","0.00","0.00","0.65","0.45","0.09"
"Kk_036","0.00","0.39","0.00","0.00","0.00","0.57","0.00","0.00","0.00","0.63","0.30","0.00","0.07","0.62","0.40","0.05"
"Kk_037","0.00","0.30","0.00","0.00","0.00","0.45","0.21","0.00","0.00","0.82","0.29","0.00","0.00","0.21","0.26","0.00"
"Kk_038","0.00","0.19","0.15","0.00","0.00","0.27","0.27","0.00","0.00","0.30","0.74","0.01","0.00","0.07","0.16","0.35"
"Kk_039","0.00","0.26","0.00","0.00","0.00","0.47","0.11","0.00","0.00","0.67","0.45","0.00","0.00","0.51","0.45","0.19"
"Kk_040","0.00","0.55","0.00","0.00","0.12","0.34","0.27","0.03","0.22","0.63","0.12","0.00","0.14","0.49","0.38","0.00"
"Kk_041","0.00","0.14","0.36","0.00","0.00","0.23","0.21","0.00","0.00","0.27","0.57","0.09","0.00","0.26","0.56","0.36"
"Kk_042","0.00","0.40","0.00","0.00","0.07","0.35","0.36","0.00","0.24","0.58","0.08","0.00","0.31","0.49","0.42","0.16"
"Kk_043","0.00","0.27","0.07","0.00","0.00","0.45","0.04","0.12","0.00","0.65","0.45","0.05","0.00","0.39","0.47","0.31"
"Kk_044","0.00","0.24","0.05","0.00","0.00","0.53","0.04","0.00","0.00","0.66","0.45","0.00","0.07","0.55","0.39","0.07"
"Kk_045","0.00","0.33","0.00","0.00","0.00","0.55","0.13","0.31","0.00","0.67","0.48","0.00","0.00","0.55","0.35","0.36"
"Kk_046","0.01","0.42","0.00","0.00","0.09","0.32","0.02","0.00","0.17","0.73","0.10","0.00","0.07","0.23","0.44","0.34"
"Kk_047","0.00","0.38","0.00","0.00","0.00","0.45","0.02","0.00","0.00","0.73","0.55","0.00","0.00","0.26","0.26","0.19"
"Kk_048","0.00","0.41","0.06","0.00","0.00","0.52","0.07","0.00","0.00","0.80","0.41","0.00","0.00","0.12","0.24","0.27"
"Kk_049","0.00","0.43","0.00","0.00","0.00","0.47","0.05","0.00","0.00","0.62","0.39","0.00","0.00","0.15","0.40","0.12"
"Kk_050","0.00","0.03","0.24","0.00","0.00","0.30","0.13","0.00","0.00","0.52","0.30","0.03","0.00","0.61","0.32","0.43"
"Kk_051","0.04","0.00","0.17","0.00","0.03","0.00","0.33","0.00","0.02","0.00","0.57","0.23","0.05","0.00","0.43","0.30"
"Kk_052","0.00","0.01","0.35","0.00","0.00","0.01","0.36","0.18","0.00","0.06","0.65","0.09","0.00","0.12","0.58","0.34"
"Kk_053","0.00","0.45","0.00","0.00","0.00","0.49","0.15","0.25","0.00","0.54","0.64","0.05","0.00","0.20","0.03","0.05"
"Kk_054","0.00","0.08","0.30","0.00","0.00","0.26","0.19","0.21","0.00","0.36","0.55","0.07","0.00","0.23","0.49","0.25"
"Kk_055","0.00","0.05","0.15","0.00","0.00","0.13","0.15","0.00","0.00","0.24","0.45","0.07","0.00","0.28","0.49","0.38"
"Kk_056","0.00","0.00","0.09","0.00","0.00","0.00","0.32","0.00","0.00","0.00","0.59","0.12","0.00","0.06","0.77","0.23"
"Kk_057","0.00","0.31","0.00","0.00","0.00","0.35","0.03","0.00","0.00","0.48","0.47","0.00","0.00","0.37","0.43","0.18"
"Kk_058","0.00","0.17","0.00","0.00","0.00","0.31","0.06","0.00","0.00","0.68","0.17","0.00","0.06","0.47","0.38","0.01"
"Kk_059","0.00","0.24","0.00","0.00","0.00","0.36","0.00","0.00","0.00","0.50","0.38","0.00","0.00","0.73","0.46","0.19"
"Kk_060","0.00","0.26","0.00","0.00","0.00","0.36","0.02","0.05","0.00","0.46","0.61","0.11","0.00","0.33","0.08","0.19"
"Kk_061","0.00","0.35","0.00","0.00","0.00","0.43","0.00","0.00","0.00","0.57","0.54","0.00","0.00","0.35","0.33","0.30"
"Kk_062","0.00","0.39","0.00","0.00","0.00","0.35","0.05","0.00","0.00","0.75","0.24","0.00","0.00","0.52","0.51","0.14"
